class,Lichen location 1,Lichen location 2,Lichen location 3,Lichen location 4,Lichen location 5,Lichen location 6,Lichen location 7,Lichen location 8,Root location 1,Root location 2,Root location 3,Root location 4,Root location 5,Root location 6,Root location 7,Root location 8,Root location 9,Root location 90,Soil location 1,Soil location 2,Soil location 3,Soil location 4,Soil location 5,Soil location 6,Soil location 7,Soil location 8,Soil location 9,Soil location 90
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,2.96E-05,0,0,0,0,0,0,0,0,0,0,0,0.000500463,0,5.06E-05,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005462448,0.009151744,0,0,0,0,0,0,0,0,0.001739258,0.003560901
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,1.78E-05,0.001018702,0.001354671,0,0.000505962,0,0.003720083,0.013082526,2.46E-05,4.30E-05,5.71E-05,0.000198432,0.001933038,0.000289468,0.000910773,0,0.010960714,0.00593277
Eurotiomycetes,0,0,0,0,0,0,0,0,0.006306505,0.014149265,0.010424198,0.005518421,0.007966757,0.002257688,0,0,0.000155636,0.000411653,0.030188656,0.052655824,0.044637056,0.039336302,0.028751595,0.023504779,0,0,0.000666339,0.001003245
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0.000160008,3.81E-05,0,4.87E-05,0,0,0.00022776,0.000512056,0.000221297,0.001977741,0.001035248,0.000694513,0.000644346,0.000487271,0.000224079,0,0.002100662,0.004093488
Eurotiomycetes,0.000162229,0,0,0.000352022,0,0.000549503,0.000245487,0.000220381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-05,0.00013011,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282769,0,0,0,0,0,0,0,0,0
Eurotiomycetes,0,0.000163706,0,0,0,9.56E-05,0,0.000154267,0,0,0,0,0,0,0,0,0,0,1.84E-05,2.46E-05,0,2.92E-05,4.38E-05,5.79E-05,6.51E-05,0.000116991,0,2.48E-05
Eurotiomycetes,0,0.000114594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,0,1.45E-05,2.89E-05,5.46E-05,0,2.48E-05
Eurotiomycetes,0,0.00078579,0,0,0,0.000119457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurotiomycetes,0,0.000245559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60E-05,0,0,0,0,0,6.24E-05,0,6.19E-05
Eurotiomycetes,0,6.55E-05,0,4.06E-05,0.000357965,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-05,0,0,0,3.75E-05,0,0,0,0,4.95E-05
Eurotiomycetes,0.000139053,0.000130965,0.000552393,6.77E-05,0.000204551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018676,4.38E-05,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,8.13E-05,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,6.55E-05,6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,5.46E-05,0,0
Eurotiomycetes,6.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,5.63E-05,0,0,0,0,0
Eurotiomycetes,0,0,0,8.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-05,0,1.88E-05,0,0,0,0,0
Eurotiomycetes,0.000115878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-05,0,0,0,0,0,0,0,0,0
Eurotiomycetes,0.000648914,0.006204469,0.000260852,0.000284326,0,0.0008362,0,0.000330571,0,0,0,0,0,0,0,3.33E-05,0,0,0,0.000116699,2.14E-05,0,0,0,0,0,0,0
Eurotiomycetes,0.000417159,0,0,0,0,0,0,0,0.004750594,0.017523962,0.011882045,0.005137089,0.010788988,0.007789996,0.004681289,0.004873132,0.029005257,0.002926751,0.029518617,0.037226986,0.059773102,0.049252085,0.065222831,0.034186137,0.067693575,0.076153336,0.040838684,0.047914241
Eurotiomycetes,0,0,0,0,0,0,0,0,0.003185476,0.014694109,0.00292162,0.004358082,0.012240422,0.002500973,0.000774897,0.003565706,0.000140452,2.51E-05,0.003393227,0.006246468,0.003027209,0.015355165,0.003096614,0.00273547,0.007488579,0.008649534,0.012491035,0.026567416
Eurotiomycetes,0,0,0,4.06E-05,0,0,0,0,0.059410043,0.035342585,0.028611727,0.021349153,0.036866409,0.057945699,0.01831036,0.012603584,0.108728908,0.032364945,0.061643625,0.038805493,0.039853494,0.075001605,0.082263594,0.094458141,0.103712485,0.082923215,0.073590947,0.061823429
Eurotiomycetes,0,0,0,0,0,0,0,0,0.00411534,0.010402073,0.009582677,0.00358997,0.006784107,0.003026469,0.001937242,0.000836752,0.003435383,0.003313303,0.103216804,0.090540009,0.090145149,0.069795673,0.064666066,0.05976061,0.094344532,0.039137386,0.029313275,0.036147787
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09E-05,0,0,0,0,0,0
Eurotiomycetes,0.000741616,0.00026193,0,0.000230168,0.000127845,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014007,4.38E-05,5.79E-05,2.89E-05,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0,0,0,0,0,0,0.000171977,0.001299415,0.00018676,0.003759728,0,0,0,9.60E-05,2.48E-05
Eurotiomycetes,0,9.82E-05,0,6.77E-05,0,7.17E-05,0,0,0.002761973,0.010557742,0.007455168,0.002919915,0.007461443,0.005220903,0.001034715,0.003423078,0.017860193,0.010185896,0.022209655,0.033105668,0.02026945,0.033762687,0.013312314,0.021015356,0.038715087,0.01779043,0.026066284,0.037788897
Eurotiomycetes,6.95E-05,6.55E-05,0,0,7.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,0,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110649,0,0,1.75E-05,0.000143883,8.68E-05,0,0,4.52E-05,0.000161015
Dothideomycetes,0.000139053,0,6.14E-05,0.000541572,7.67E-05,0.000119457,0.001947531,0.000330571,0,6.67E-05,0,8.17E-05,0,1.46E-05,5.01E-05,4.75E-05,5.69E-05,0.000562257,0.000245886,0,5.71E-05,7.00E-05,0.000125116,0.000279819,0.000390331,0.000569356,0.000378345,0.000551165
Dothideomycetes,0,0,0,0.000216629,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,0,7.34E-05,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636829,2.17E-05,0,0,0
Sordariomycetes,0,0,0,0,0,0,4.91E-05,0,8.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.75E-05,1.88E-05,4.34E-05,5.06E-05,3.12E-05,0,1.86E-05
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,3.90E-05,0.000175055,9.29E-05
Sordariomycetes,0,0,0,0,0,0,0,0,0.001519085,0.000772789,0,0.00065916,0.001241782,0,0,0,0,0,7.99E-05,0.000583495,0.000157072,0.000250959,0.003853565,0,0.000252993,6.24E-05,0,0
Sordariomycetes,0,0,0.000153442,0,0,7.17E-05,0,0.000506876,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75E-05,0,6.27E-05,7.95E-05,0.000187186,1.69E-05,0
Sordariomycetes,0,0,0.000214819,0,0,0,0,0,0,0,0,0,1.61E-05,0,0,0,0,0,0,0,0,3.50E-05,0,0,0,5.46E-05,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003992999,0.009513305,0.000440336,0.064042129,0,0,0,0,0,1.45E-05,7.95E-05,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-05,0,0,0,0,0,0,0,0,0,0,8.05E-05
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-05,0,4.92E-05,0,0,0,5.00E-05,1.45E-05,0,0,2.26E-05,8.67E-05
Dothideomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91E-05
Dothideomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-05,1.75E-05,0,1.93E-05,0.000101197,4.68E-05,0,0
Dothideomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07E-05,0,0,0,0,0,0,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0,2.33E-05,0,3.86E-05,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76E-05,0,0.000101197,0.000101392,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,1.37E-05,1.90E-05,1.14E-05,0,6.15E-05,0,0,8.17E-05,7.51E-05,3.86E-05,0.000151796,0.000194985,0.000135527,3.72E-05
Eurotiomycetes,0,0,0,0,0,0,0,0,2.76E-05,0,0,0,0,0,0,0,0,0,0.000338093,8.60E-05,0,2.92E-05,0,6.27E-05,7.23E-05,0.000179386,0,1.86E-05
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147409,2.14E-05,0,0,0,3.61E-05,3.90E-05,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15E-05,0,2.14E-05,4.09E-05,3.13E-05,0.000106138,0,2.34E-05,0.000158114,7.43E-05
Eurotiomycetes,0,0,0,0,0,0,0,0,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,2.89E-05,3.12E-05,2.82E-05,1.86E-05
Eurotiomycetes,0,0,0,0,0,0,0,0,8.29E-05,0,0,0.00015798,0.000112889,0,0,2.85E-05,0,0,0.000282769,0.000644916,0.000114234,0.000116725,0.000200185,3.38E-05,5.78E-05,0.000382171,5.65E-05,1.86E-05
Eurotiomycetes,0,0,0,0,0,0,0,0,0.000110479,0,0,0,0,0,0,0,0,0,0.000381123,0.000122841,1.00E-04,7.00E-05,2.50E-05,2.89E-05,5.06E-05,3.90E-05,7.91E-05,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,0,0,1.84E-05,0,0,0,3.75E-05,0,3.61E-05,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0.000174925,0,0,0,0,0,0,8.08E-05,0,3.01E-05,0.000866748,0,8.57E-05,0.000449391,0,0.0006706,0.002074539,0.002012245,0.000468696,0.003251257
Eurotiomycetes,0,0,0,0,0,0,0,0,5.52E-05,2.22E-05,0,0,0,0,0,0,0,0,0.000424153,0.000141267,0.000128514,0.000122561,0.000125116,0.000260521,0.0004843,0.000545958,0.000321876,0.000315836
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09E-05,8.13E-05,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-05,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,5.00E-05,5.25E-05,0.00016265,0,0,0,0,0
Eurotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86E-05,0,2.50E-05,0,9.40E-05,0,2.82E-05,0
Geoglossomycetes,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-05,0,0,0,0,8.03E-05,0,0,0,0,0,0,0,0,0,0
Sordariomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51E-05,6.76E-05,0,0,2.33E-05,3.75E-05,2.89E-05,0,4.68E-05,1.69E-05,2.48E-05
Sordariomycetes,0,0,0,0,0,0,0,0,0.000202545,0,0.00549952,1.63E-05,0.000569822,4.87E-05,0,1.90E-05,0.000736425,0,0.003663702,0.000196546,0.000528334,0.002305317,0.000112604,0.000709196,0.002349216,0.000405569,0.001473852,0.000402537
Lecanoromycetes,0,0,9.21E-05,0,0,7.17E-05,0.000523706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,6.95E-05,0,0,0.001028988,0.001022756,0,0.000245487,0.001079866,0,0,0,0,0,0,0,3.80E-05,0,0,4.92E-05,6.14E-05,0.00019991,0.000332666,8.13E-05,0.000154383,0.002139594,0.00220723,9.04E-05,0.000222943
Leotiomycetes,0,4.91E-05,0,0,0,0,0,0,0.001417813,0.005937688,0.001872681,0.000713636,0.00205351,0.003201635,0.005720563,0.001136272,0,0,0.002434272,0.002082156,0.004719305,0.004044519,0.003428171,0.012808946,0.012917076,0.007284639,0,0.001028017
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0.000616326,0.00081714,0.000403176,3.41E-05,0,0,1.52E-05,0,0.000657745,4.30E-05,0.000571172,0.008485903,0.002558617,5.31E-05,0,0,0,6.81E-05
Leotiomycetes,0,0,0,0,0,7.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280778,0.000310582,8.67E-05
Leotiomycetes,0,0,0,0,0,0.000143349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52E-05,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-05,0,0,0,4.38E-05,0,4.34E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137874,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.001104789,4.45E-05,0,0.000996911,0.002806105,3.89E-05,0.002101338,0.004901658,0.000504868,0.000200806,0,0,0,2.33E-05,0,0,0,0,2.26E-05,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.020724005,0.002146018,0.030442925,0.007986185,0.01851384,0.000778513,0.002160595,0.001611699,0.007352857,0.076602559,3.69E-05,2.46E-05,2.14E-05,4.09E-05,2.50E-05,4.82E-05,5.78E-05,0,9.60E-05,0.000179593
Leotiomycetes,0,0,0,0,0,0,0,0,0.00137178,0.000383615,0.000758554,0.000321409,0.000967622,0,0.005752471,0.001469071,0,0,0,1.84E-05,0,1.75E-05,0,0,2.17E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,0,4.93E-05,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0.000163658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,5.52E-05,0.000394734,0.000183712,0.000239694,0.000107514,3.41E-05,0,0.000171154,1.90E-05,0,7.38E-05,0.000153551,0.000242748,9.34E-05,4.38E-05,0.000559638,2.17E-05,0.000335374,0.000175055,0.000179593
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-05,0,0,0,0,0,0,0.000426046,0,0,0.003339502,0.001123114,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28E-05,0,0,0,0,0,0,0,8.76E-05,0,7.23E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,6.44E-05,0.000161229,0,2.18E-05,0.000123641,0,0,0.000380342,0,0,0,0.000159693,0.000149933,0,0,1.93E-05,0,0.000561557,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,0,0,0,0,0,0,0,6.26E-05,0,2.17E-05,0,0,0
Leotiomycetes,0.001228302,0.000327413,0,0,7.67E-05,0.00033448,4.91E-05,0.00011019,0.016848036,0.048463318,0.064803072,0.011031395,0.029797391,0.004904632,0.037828647,0.019573351,0.00253573,0.000667681,0.136374534,0.186337616,0.141764777,0.060405152,0.18088607,0.054357213,0.106321922,0.131380884,0.019047135,0.007419059
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53E-05,0,0,0,0,0,0.000115787,0,0,0.000254112,4.34E-05
Leotiomycetes,0,8.19E-05,0,4.06E-05,0,7.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0,2.33E-05,0,2.41E-05,8.67E-05,0.000109192,0.000107292,4.34E-05
Leotiomycetes,0.000139053,0.000671196,0.000383606,0.000108314,0.000204551,0.000812309,0.000147292,0.000903561,0,0,0,0,0,0,0,0,0,0,3.07E-05,3.69E-05,7.85E-05,0.000145906,0.000143883,0.000221925,0.000195166,0.000280778,4.52E-05,0.00013005
Leotiomycetes,0,0.000147336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02E-05,3.69E-05,0,0,0,5.00E-05,0,2.17E-05,0,2.82E-05,0.000334415
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0.000218383,8.47E-05,0.000520201
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125436,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-05,0,0,3.50E-05,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0,0,0,0,0,0,0.000304935,1.86E-05
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08E-05,6.81E-05
Leotiomycetes,0,0,0,0,0,0,0,0,0,0.003969578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158114,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107292,2.48E-05
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597126,0,0,0,0,0,0,0,0,0,6.51E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0.000111193,0,0,0,0.000885559,0,0,0,0.000125504,0.000461036,3.07E-05,0,4.67E-05,0,0.00031359,2.17E-05,0,3.95E-05,0.000916545
Leotiomycetes,0,0,6.14E-05,0.000216629,0,0,0,0.000198343,0.000368263,0.000700514,0.00107857,3.81E-05,0.000338668,0.000287077,0.000369216,0.002210738,0.001036309,0.002871529,0.000165973,0.000528217,0.000842478,0.000361847,0.001063484,0.000878052,0.00343347,0.003057365,0.000338817,0.000402537
Leotiomycetes,0,0,0,0,0,0,0,0,0.016203576,0.005053706,0.001908239,0.003889588,0.00328454,0.014480343,0,0,0.034061533,0.01191283,0.00537261,6.76E-05,0.001684956,0.006338164,0.001188599,0.007757735,0.004669519,0,0.013727716,0.008298447
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0.00017186,0,0.000532192,0,0.000902527,0,0,0,0,0,2.14E-05,0,0.002658709,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287168,0,0,0,0,0,0,0,0,0,0.000672237,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.018680145,0,4.15E-05,0.000332304,0,0.000277345,0.045057981,0.04182336,1.52E-05,0.000271088,0.003227254,0,0.00079964,0.01421126,0.001695318,0.003126251,0.004843,0.01921772,0.000299288,0.003988209
Leotiomycetes,0,0,0,0,0,0,0,0,0.000340643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,6.15E-05,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75E-05,0,0,0,0,0,0,0,9.65E-05,0,5.46E-05,0,0
Leotiomycetes,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000672701,4.92E-05,0,0,7.00E-05,0.000193929,3.86E-05,0.000267449,6.24E-05,0.00012988,0.000117665
Leotiomycetes,0,0,0,0,0,0,0,0,0.011848865,0,0,0.00025059,0,0.012402686,0.047004339,0.031311657,0.001313417,0.00033635,0.007585584,0,0,0.002976486,0.000362836,0.005104281,0.016632452,0.014101314,0.003054996,0.000836038
Leotiomycetes,0,0,0.000184131,0,0,0.00016724,0,6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-05,0,0,0.000120612,0,0,1.69E-05,1.86E-05
Leotiomycetes,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0,0,0,0
Leotiomycetes,0,6.55E-05,0.000291541,0,0,0.000191131,0.000327316,0.00011019,0,0,0,0,0,0,0,0,0,0,2.46E-05,2.46E-05,4.28E-05,0,0,3.86E-05,9.40E-05,2.34E-05,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.000552395,0.000244624,0,0.0001144,0.00027416,0,0,0.001882693,4.56E-05,0,0,1.84E-05,2.14E-05,0.00023345,3.13E-05,2.89E-05,0,0.000116991,3.95E-05,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101314,4.34E-05,0.000101392,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001795938,0.017410156,0.000280904,9.04E-05,0,0,0,0,0,0,0.000426473,0.017369263,0.001185858,0.000322029
Leotiomycetes,0,0,0,0,0,0,0,0,0.000368263,0,0.001274134,0,0,0,0,0,0,0,0.000227445,4.91E-05,0,0,0,0.000260521,0.000166252,0.000116991,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.035270397,0.003207908,0.049697171,0.023370214,0.055036205,0.015940054,0.004694964,0.029466998,0.004316055,0.006380618,0.023242376,0.005699826,0.019955306,0.014071191,0.012398969,0.008264303,0.020861042,0.007729205,0.008284064,0.011785033
Leotiomycetes,0,4.91E-05,0.000153442,0,0,0,0,0,0,5.56E-05,3.56E-05,0,2.69E-05,1.46E-05,0,0,0,0,0.002120767,0.001879468,0.002248988,0.002591293,0.00405375,0.002981517,0.001228821,0.001762664,0.002716179,0.004006787
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07E-05,0.020728224,0,5.53E-05,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137627,0,0,0,0,0
Leotiomycetes,6.95E-05,0.000245559,0.000629114,0.00018955,0,0.000215023,0.000245487,0.000154267,0.002651494,0.002557431,0.002411966,0.002467764,0.002026631,0.003245426,0,0.006888945,0.00297227,0.007695899,0.000356535,0.000214972,0.000242748,0.000782057,0.000425393,0.000646478,0.000310819,0.0013025,0.000728456,0.001368624
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,3.69E-05,0,0,0.000157579,0.000481696,0.000303941,5.78E-05,0.000350973,0.00020329,0.000377765
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-05,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45E-05,0,0.002053148,6.14E-05,0.000713964,0.00051359,0.000125116,0.001374972,0,0.00012479,0.001552909,0.002173698
Leotiomycetes,0,4.91E-05,0,0.000243708,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0,3.07E-05,0,3.50E-05,0.000143883,0,0.000462615,0.000397769,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001703,0,0,0,0,8.61E-05,0,2.14E-05,0,5.63E-05,7.24E-05,0.000209622,0,0.000931745,0.000297258
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000863467,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0.000769193,0,0,0,0,0.000599236,0,0,0.000834154,0,0,0,0,0,0,0,0,0.000135085,0.002631122,0,0,8.05E-05
Leotiomycetes,0,0,0,0,0,0,0,0,0.000165718,0,0,4.36E-05,0.000145143,0,9.57E-05,0,0,0,1.84E-05,0,0,0,8.76E-05,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115654,0,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38E-05,4.91E-05,0,0,0,0,0,0,0,0
Leotiomycetes,0,0,0,0,0,0.002938647,0,6.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leotiomycetes,0,4.91E-05,0,0,0,0,0,0,4.60E-05,0,0,0,0,0,0,0,0,0,0.000122943,0.000122841,6.43E-05,7.59E-05,8.13E-05,0,0.000310819,9.36E-05,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0.000331437,7.78E-05,0,2.18E-05,0,4.87E-05,0,0,0.000296088,7.53E-05,0.001247872,7.98E-05,0.000456937,0.001628313,0.001038461,0.001292956,0,2.34E-05,0.003365577,0.002755827
Leotiomycetes,0,0,0,0,0,0,0,0,0.012253954,0.014388329,0.00846855,0.007049197,0.014761615,0.002267419,0.002023849,0.002139424,0.010848976,0.004292233,0.003915735,0.002677935,0.003941084,0.006723356,0.005861672,0.002711348,0.002103452,0.004102484,0.008284064,0.005945156
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,2.37E-05,0,0,0,0,0,0,0,3.69E-05,0.000995013,0.000371262,2.92E-05,5.63E-05,0,0,5.46E-05,0,0
Leotiomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-05,0,0,0,0,0,0,0,0,0,0
